sample	subject	159	129	107	108	144	158	105	109	103	124	140	119	115	132	131	146	145	139	165	138	118	160	102	127	114	117	141	104	143	125	157	149	155	110	142	150	106																																												
prel_1	0	3.75	3.5	7.75	NA	NA	4.5	4.75	6	4.75	3.25	6.5	4.25	5	6	5	NA	NA	5.75	4	7.25	5	5	3.75	5.5	4.25	NA	NA	7.5	5.5	5.5	5	3	4	3.5	4	5.5	4.75																																												
prel_2	0	3.25	3.25	7.25	NA	NA	4.5	4.75	6	4.5	3.25	6.5	3.75	5	5.5	4.75	NA	NA	5.25	4.75	7.25	4.5	5	5	5.5	4.25	NA	NA	7	5	5.5	5.5	3.25	4.25	3.5	4.25	5.25	4.25																																												
prel_3	0	3.5	3.25	7	NA	NA	4	4.5	5.75	4.5	3	5.75	4.5	5	5.25	4.75	NA	NA	5	4	7.25	4.5	6.5	5	5	4.75	NA	NA	6.75	4.75	5	5	3.25	4.5	2.25	3.5	5.5	4																																												
prel_4	0	3.75	3.5	7.75	NA	NA	4.5	4.75	6	4.75	3.25	6.5	4.25	5	6	5	NA	NA	5.75	4	7.25	5	5	3.75	5.5	4.25	NA	NA	7.5	5.5	5.5	5	3	4	3.5	4	5.5	4.75																																												
prel_5	0	3.75	3.25	7.75	NA	NA	4.5	4.5	6	4.75	3.25	6.25	4.5	5	5.5	4.75	NA	NA	4.75	3.75	8	4.5	6	4.25	5.5	4.75	NA	NA	7	5.5	5.5	6	3.25	4.75	3.25	4.5	5.5	4.75																																												
prel_6	0	3.75	3.75	7.25	NA	NA	4.5	4.5	6.25	4.5	3.25	6	4	5	5.75	4.75	NA	NA	5.25	4.5	7.25	4.5	7.5	5	5.5	5	NA	NA	6.75	6.25	5.5	5.5	3.25	4.5	3.5	3.75	5.25	5.25																																												
prel_7	0	3.75	3.75	7.25	NA	NA	4.5	4.5	6.25	4.5	3.25	6	4	5	5.75	4.75	NA	NA	5.25	4.5	7.25	4.5	7.5	5	5.5	5	NA	NA	6.75	6.25	5.5	5.5	3.25	4.5	3.5	3.75	5.25	5.25																																												
prel_8	0	3.75	3.25	7.75	NA	NA	4.5	4.5	6	4.75	3.25	6.25	4.5	5	5.5	4.75	NA	NA	4.75	3.75	8	4.5	6	4.25	5.5	4.75	NA	NA	7	5.5	5.5	6	3.25	4.75	3.25	4.5	5.5	4.75																																												
prel_9	0	3.5	2	6.25	NA	NA	4	3	6.25	4.25	3.25	5.5	3.5	5	4.5	4.5	NA	NA	5.5	5	2.75	3.5	3.75	4.75	6	4	NA	NA	6.75	7	5	4.5	4	2.5	3.5	2.75	5.25	5																																												
prel_10	0	3.75	2.25	6.75	NA	NA	4.75	3.5	6.25	4.5	3.25	6.75	4.25	5	5	4.75	NA	NA	6.75	5	2.75	4.5	3.75	4.5	6	4.5	NA	NA	6.75	7.5	5.25	5.25	4.25	3.25	3.25	4	5.25	5.5																																												
prel_11	0	3.5	2	6.25	NA	NA	4	3	6.25	4.25	3.25	5.5	3.5	5	4.5	4.5	NA	NA	5.5	5	2.75	3.5	3.75	4.75	6	4	NA	NA	6.75	7	5	4.5	4	2.5	3.5	2.75	5.25	5																																												
prel_12	0	3.75	2.25	6.75	NA	NA	4.75	3.5	6.25	4.5	3.25	6.75	4.25	5	5	4.75	NA	NA	6.75	5	2.75	4.5	3.75	4.5	6	4.5	NA	NA	6.75	7.5	5.25	5.25	4.25	3.25	3.25	4	5.25	5.5																																												
prel_13	0	4	2.25	6.75	NA	NA	4.75	2.25	6.5	4.75	3.25	6.5	4	5	5	4.5	NA	NA	6.25	5.25	2.75	4.25	6.25	5	6	4.75	NA	NA	6.25	7	5.5	4.75	3.75	3.75	3.25	4	5.5	4.75																																												
prel_14	0	3.5	2	6.25	NA	NA	4	3	6.25	4.25	3.25	5.5	3.5	5	4.5	4.5	NA	NA	5.5	5	2.75	3.5	3.75	4.75	6	4	NA	NA	6.75	7	5	4.5	4	2.5	3.5	2.75	5.25	5																																												
prel_15	0	3.5	2	6.25	NA	NA	4	3	6.25	4.25	3.25	5.5	3.5	5	4.5	4.5	NA	NA	5.5	5	2.75	3.5	3.75	4.75	6	4	NA	NA	6.75	7	5	4.5	4	2.5	3.5	2.75	5.25	5																																												
prel_16	0	4	2.25	6.75	NA	NA	4.75	2.25	6.5	4.75	3.25	6.5	4	5	5	4.5	NA	NA	6.25	5.25	2.75	4.25	6.25	5	6	4.75	NA	NA	6.25	7	5.5	4.75	3.75	3.75	3.25	4	5.5	4.75																																												
prel_17	0	3.75	3.75	7.25	NA	NA	4.5	4.5	6.25	4.5	3.25	6	4	5	5.75	4.75	NA	NA	5.25	4.5	7.25	4.5	7.5	5	5.5	5	NA	NA	6.75	6.25	5.5	5.5	3.25	4.5	3.5	3.75	5.25	5.25																																												
prel_18	0	3.5	2	6.25	NA	NA	4	3	6.25	4.25	3.25	5.5	3.5	5	4.5	4.5	NA	NA	5.5	5	2.75	3.5	3.75	4.75	6	4	NA	NA	6.75	7	5	4.5	4	2.5	3.5	2.75	5.25	5																																												
prel_19	0	3.5	3.25	7	NA	NA	4	4.5	5.75	4.5	3	5.75	4.5	5	5.25	4.75	NA	NA	5	4	7.25	4.5	6.5	5	5	4.75	NA	NA	6.75	4.75	5	5	3.25	4.5	2.25	3.5	5.5	4																																												
prel_20	0	3.25	1.5	5.75	NA	NA	3.75	3.25	6	4	3	5.5	3.25	5	4.5	4.25	NA	NA	5.75	5	2	4	5	3.75	5.5	4	NA	NA	6.25	6.25	5	4.25	3.5	3.5	2.75	3.5	4.75	5																																												
