sample	subject	311	320	330	331	317	329	323	326	389	388	359	361	362	352	373	377	345	338	365	370	324	312	305	327	325	391	358	371	390	348	357	360	368	394	339	346	337	369	367	366	347	353	349	343	342	355	386	354	398	383	387	378	336	384	363	356	350	400	385	376	393																				
prel_1	1	6.5	2.5	3	4.25	5	4.75	4	3.5	2.25	4	5	2.75	4.5	5.5	3.5	3.5	7.5	5.25	3.5	5.5	3.5	5.25	2.25	4.75	2	5	7.5	3.5	5.5	4	6.5	2	4.5	3	3.75	2.75	3.75	4.5	4.75	5	5.75	4.5	4	5	NA	5	2.25	7.25	2.75	2.25	7.5	4	5.333333333	7.5	3.5	2.25	2.5	3.25	4	4.25	3																				
prel_2	1	5.75	2.5	2.75	4	4.5	4.5	3.5	3.25	2	4	5	2.75	4.25	4.5	3.5	3.25	6.25	4.75	3.25	5.25	3.25	6	1.5	4.75	2.25	4.25	7	4	5.25	3.5	6	2	3.5	3	4	2.25	4.25	4.5	4.5	5	5.5	4.5	3.75	5	NA	5	2	7.25	2	2.5	6.75	3.25	5	7	2.75	1.75	2.25	3.5	4.25	4.25	3.25																				
prel_3	1	5.5	2.5	2.75	3.5	4.5	4.25	3.25	3	1.5	3.75	5	2.25	4.25	4.75	2.5	2.75	5.75	5	3.25	5.25	3	4.5	1.5	4.75	1.25	4.75	6.25	4	4	3.25	5.5	1.75	3.75	2.75	3.25	2	4.25	4.5	4.25	5	5	4.25	3.5	5	NA	5	2	7	2.25	2.5	6.5	2.75	4.666666667	6.25	2.5	1.75	2.5	3	3.75	4.25	2.5																				
prel_4	1	6.5	2.5	3	4.25	5	4.75	4	3.5	2.25	4	5	2.75	4.5	5.5	3.5	3.5	7.5	5.25	3.5	5.5	3.5	5.25	2.25	4.75	2	5	7.5	3.5	5.5	4	6.5	2	4.5	3	3.75	2.75	3.75	4.5	4.75	5	5.75	4.5	4	5	NA	5	2.25	7.25	2.75	2.25	7.5	4	5.333333333	7.5	3.5	2.25	2.5	3.25	4	4.25	3																				
prel_5	1	5.75	2.5	2.75	3.75	5.25	4.5	3.5	3.25	2	3.75	5	3.25	4.5	4.75	3.25	3.25	7.25	5	3.25	5	3.75	5.25	2.25	4.5	2.25	4.75	7.5	3.5	5.25	3.75	6.75	2.25	4.25	3	3.25	2.75	3.5	4.75	3.25	5	5.75	4.75	4	5	NA	5	1.75	7	3	2.25	7.75	4	5	7.75	3.75	2.25	2.5	3.75	4.5	4.5	2.5																				
prel_6	1	6.5	1	2.75	4.5	4.75	5	3.75	3	2.25	4.5	5	3	4.5	5.5	3.25	3.25	6.25	5	2.75	5	3.5	6	1.5	4.25	2.25	4.25	6.75	4	6	4.5	6.25	2	4	3.25	3.75	3.25	5.25	4.75	4.25	5	6	5	3.75	5	NA	5	2	7.5	3	2.5	6.5	4	5	6.5	3.5	2	2.25	3.5	4.5	4.75	2.75																				
prel_7	1	6.5	1	2.75	4.5	4.75	5	3.75	3	2.25	4.5	5	3	4.5	5.5	3.25	3.25	6.25	5	2.75	5	3.5	6	1.5	4.25	2.25	4.25	6.75	4	6	4.5	6.25	2	4	3.25	3.75	3.25	5.25	4.75	4.25	5	6	5	3.75	5	NA	5	2	7.5	3	2.5	6.5	4	5	6.5	3.5	2	2.25	3.5	4.5	4.75	2.75																				
prel_8	1	5.75	2.5	2.75	3.75	5.25	4.5	3.5	3.25	2	3.75	5	3.25	4.5	4.75	3.25	3.25	7.25	5	3.25	5	3.75	5.25	2.25	4.5	2.25	4.75	7.5	3.5	5.25	3.75	6.75	2.25	4.25	3	3.25	2.75	3.5	4.75	3.25	5	5.75	4.75	4	5	NA	5	1.75	7	3	2.25	7.75	4	5	7.75	3.75	2.25	2.5	3.75	4.5	4.5	2.5																				
prel_9	1	4.5	1.25	2.25	3	4.5	5.5	2.25	2	1.75	4	5	2.25	4.25	5	2.5	2.25	6	5	3.5	4.5	3.75	5.25	1.75	4.75	1.75	3.75	4	3.25	4	4.5	3.75	1.5	2.5	2.25	3	4	2	4	5	5	5.5	5	3.25	5	NA	5.25	1.25	7	1.75	2	5.25	1.75	7	5.25	3.25	1.5	3	3.25	4	4.25	2.25																				
prel_10	1	5.25	1	2.5	3.75	5	6.25	2	2.25	1.5	4.5	5	1.75	4.5	4.75	2.5	2.25	7.25	5.25	3.75	4.75	4.25	5	1.75	4.75	1.75	4.25	5	3.5	4.75	4.75	4	1.75	3	2.5	3.25	4	4	4.5	5.75	5	6.25	5.5	3	5	NA	5.25	1.5	7	1.25	2.5	5.75	2	7	7.25	3	1.5	3.25	3.5	4.25	4.5	3.25																				
prel_11	1	4.5	1.25	2.25	3	4.5	5.5	2.25	2	1.75	4	5	2.25	4.25	5	2.5	2.25	6	5	3.5	4.5	3.75	5.25	1.75	4.75	1.75	3.75	4	3.25	4	4.5	3.75	1.5	2.5	2.25	3	4	2	4	5	5	5.5	5	3.25	5	NA	5.25	1.25	7	1.75	2	5.25	1.75	7	5.25	3.25	1.5	3	3.25	4	4.25	2.25																				
